Date,AGG,GLD,SPY,Portfolio_Return,Benchmark_Return
2024-01-03,0.0005064404223693586,-0.008336809604204354,-0.008166614663216887,-0.006015370385919073,-0.004697392628982389
2024-01-04,-0.004047504639165034,0.0010046128932528209,-0.003221075305737564,-0.003005113819195393,-0.003551647039108552
2024-01-05,-0.002336826961661931,0.00015845540955172766,0.0013697359206465975,0.0003219671489599785,-0.0001128892322768138
2024-01-08,0.003767779086470968,-0.007816271130823282,0.014275782111674573,0.009439576031123886,0.010072580901593131
2024-01-09,-0.00020297344951147878,0.0003193567900841021,-0.001517061878663406,-0.0010048979045006736,-0.000991426507002635
2024-01-10,-0.001927781182806676,-0.00228804710551489,0.005655465289015282,0.002965302431606776,0.002622166700286499
2024-01-11,0.005693584450437106,0.0019733072916665595,-0.000440607070651744,0.0013343322458522987,0.002013069537783796
2024-01-12,0.0018195276477162015,0.009794068475553752,0.0006927160276115618,0.0018845541774319408,0.0011434406756534177
2024-01-16,-0.0074672917738964895,-0.009488181898979597,-0.0036711090451885253,-0.005201862012744624,-0.005189582136671711
2024-01-17,-0.0027449598791732255,-0.01101595063528893,-0.005558826712632747,-0.005401072396533485,-0.004433279979248939
2024-01-18,-0.0009174189338130301,0.008232882099906247,0.00889287749048795,0.006374303845354534,0.004968758920767558
2024-01-19,0.00020363623561858724,0.00298872590696031,0.012466148799797905,0.008452778369469316,0.007561143774126177
2024-01-22,0.0018365801667803439,-0.003777957126316789,0.002114256523492175,0.0014556160693333208,0.0020031859808074424
2024-01-23,-0.0024439973953197525,0.0038991332271092194,0.002916543735052679,0.0016746674016652253,0.0007723272829037063
2024-01-24,-0.0022460067538171424,-0.008246890539639895,0.0010931979808126435,-0.0006756120548900568,-0.00024248391303927086
2024-01-25,0.0045021253114905235,0.003969986681303217,0.005438841579141762,0.005057777022445098,0.005064155072081267
2024-01-26,-0.001120271435214426,-0.0006946931881827156,-0.001270334204830692,-0.001175254410761828,-0.0012103090969841856
2024-01-29,0.003976435757415464,0.0070584854445867595,0.007919372301701921,0.00684754947991879,0.006342197683987339
2024-01-30,0.0019297148867511993,0.0013805262268788976,-0.0007735560553606691,0.00011766990839125473,0.0003077523214840783
2024-01-31,0.004561741749083081,-0.0007423479101065222,-0.016317261592246002,-0.009540019388699783,-0.00796566025571437
2024-02-01,0.00569782896290727,0.01040067256889099,0.013088114379607774,0.01097179884436097,0.010132000212927572
2024-02-02,-0.00915778187467653,-0.009453300862028224,0.01052742519772587,0.0036080508236498612,0.00265334236876491
2024-02-05,-0.00822659899422995,-0.005513988032274764,-0.003641259527168539,-0.004974867244444514,-0.005475395313993103
2024-02-06,0.005222780859916787,0.005224693124019186,0.0029033818130268507,0.0037153627058485687,0.0038311414317828254
2024-02-07,-0.0020375112678530094,-0.0002651978305409086,0.008340368497273154,0.004885341923210207,0.004189216591222688
2024-02-08,-0.003062506793879982,-0.0009018470501077624,0.00044162427096816614,-0.0005687556273514637,-0.0009600281549710932
2024-02-09,-0.0003070792250587928,-0.003876152075832917,0.005779525577980893,0.0032923066118395908,0.0033448836567650186
2024-02-12,0.0002047535819571511,-0.0026119694947860372,-0.00043895545913064105,-0.0004953296024242327,-0.0001814718426955242
2024-02-13,-0.00921642832276992,-0.013788690196348319,-0.013772988606368997,-0.01263541869446716,-0.011950364492929366
2024-02-14,0.004444290298253772,-0.0005961123453055439,0.009087602657076976,0.006958403067132923,0.007230277713547695
2024-02-15,0.0023670013823919867,0.0067238125229136525,0.006899667161367695,0.0057489152527783645,0.005086600849777412
2024-02-16,-0.0031827086103554114,0.0036625695484677756,-0.004979973893040612,-0.003666403228218473,-0.004261067779966532
2024-02-20,0.0009270716648017707,0.006064210073093879,-0.0055054446149716,-0.0027403500762217094,-0.0029324381030622513
2024-02-21,-0.002983972533364798,5.331256612173263e-05,0.0009058828019030685,-0.0001518380554920317,-0.0006500593322040783
2024-02-22,0.000825445472570463,0.00042672195902415666,0.02069542647312206,0.01370106077157437,0.012747434072901421
2024-02-23,0.0037121799929147326,0.005651511902278639,0.0006896580348010328,0.0019414739110772184,0.0018986668180465127
2024-02-26,-0.0021573140759828524,-0.0022266895335479875,-0.003662455592811087,-0.0031425936076777184,-0.003060398986079793
2024-02-27,-0.0013384872906204714,-0.0010626830578386315,0.0018578104305173593,0.0007666866513973026,0.000579291342062227
2024-02-28,0.0019589661859733543,0.00180849115899262,-0.00132164076202812,-0.00018847583292567745,-9.397982827530262e-06
2024-02-29,0.0016460514803360304,0.005150266749304189,0.0035949057285806774,0.003263228268591867,0.0028153640292828182
2024-03-01,0.004800823379359498,0.018910791174389097,0.009388206951783884,0.00919361948093831,0.007553253522814129
2024-03-04,-0.002460697704204984,0.016174996770490724,-0.001072399009425462,0.00030526589487127624,-0.001627718487337271
2024-03-05,0.005447643290308113,0.006020141664404566,-0.0099940695152958,-0.004532220195924786,-0.0038173843930542346
2024-03-06,0.0015333657657852218,0.008215401882095241,0.005067315224831059,0.004498636525796018,0.0036537354412127243
2024-03-07,0.0021437514758455567,0.005683843351386164,0.009926327627586717,0.007556435162031372,0.006813297166890253
2024-03-08,0.0009166629564050233,0.008452547868211147,-0.006002270247929431,-0.00282705513523176,-0.003234696966195649
2024-03-11,-0.0011194158165259704,0.00183502012710135,-0.0008598013825016348,-0.0006552228400474203,-0.000963647156111369
2024-03-12,-0.0025467288519080977,-0.01094062729637224,0.010757473089254121,0.00526161256540093,0.005435792312789234
2024-03-13,-0.001838724871432662,0.00700740378557585,-0.001567711923535109,-0.0007779535895984012,-0.00167611710269413
2024-03-14,-0.006343829139810464,-0.004175139558116325,-0.0019767003800039706,-0.00328832648776683,-0.0037235518839265676
2024-03-15,-0.00010301216218722153,-0.00319440663913817,-0.006866524332442836,-0.004808434520548466,-0.00416111946434059
2024-03-18,-0.001029794879058188,0.0016022835845583838,0.005943093761497487,0.003765790583664658,0.0031539383052752164
2024-03-19,0.002474228805413814,-0.0011498061737871268,0.0055572112941100205,0.0041157639251462545,0.004324018298631538
2024-03-20,0.0020568836876493357,0.011911859798154678,0.009249220034809102,0.007717399924353718,0.006372285495945196
2024-03-21,0.0007182978394471018,-0.0010386361790747367,0.0033047921201876385,0.002223825720076267,0.002270194407891424
2024-03-22,0.0031789839975764345,-0.00802096899240623,-0.0018958132164252905,-0.0012396294905229533,0.00013410566917539959
2024-03-25,-0.0018402451666494901,0.0031944066391380588,-0.002762833417446431,-0.0019364623490887467,-0.0023937981171276547
2024-03-26,0.0010242719829973712,0.003233961285236564,-0.0018469114792151187,-0.0006210283372168278,-0.0006984380943301227
2024-03-27,0.0032739381245820987,0.007240660177973313,0.008403743089054894,0.007004983556828537,0.006351821103265776
2024-03-28,-0.0012234846646930198,0.012900024807739996,-0.0001910389836942139,0.0008599559751995058,-0.0006040172560937363
2024-04-01,-0.007270849909491006,0.010208079384865787,-0.0017398714263895387,-0.001927820966039373,-0.003952262819630126
2024-04-02,-0.0007220264050182834,0.014772360490971526,-0.006358195852623538,-0.0028360978563627187,-0.004103728073581436
2024-04-03,0.0006191539014481773,0.008772374739768773,0.0010984750074132243,0.0017460347041575175,0.0009067465650272055
2024-04-04,0.0023728770178361724,-0.005734705223284009,-0.012205971246888159,-0.007914132578346661,-0.006374431940998426
2024-04-05,-0.004940173249394886,0.017114197447370305,0.010446857229074125,0.00726683363128649,0.00429204503768652
2024-04-08,-0.0009307294869770333,0.00622848536623688,0.0005594955339198737,0.0007538382619273476,-3.659447443888909e-05
2024-04-09,0.0034160854167133436,0.005497054993034878,0.0011565504851627217,0.002155484668837593,0.0020603644577829707
2024-04-10,-0.011968432167296372,-0.009463856185613961,-0.010013045196391235,-0.010446973038039792,-0.01079519998475329
2024-04-11,0.00020866025847432468,0.019433247203493043,0.007546862940373655,0.006900950696210761,0.004611581867613923
2024-04-12,0.0018794757104585447,-0.013239324939518515,-0.013803089030853033,-0.009826071436391687,-0.007530063134328402
2024-04-15,-0.006044300472358932,0.01871915519396472,-0.012528167471685281,-0.007782468455288695,-0.009934620671954742
2024-04-16,-0.002830772875512144,0.0012220152803359419,-0.0018237877465197005,-0.0017709537260822473,-0.002226581798116678
2024-04-17,0.0046263931326451235,-0.007368252752093185,-0.005918300379403552,-0.003427122238660346,-0.0017004229745840815
2024-04-18,-0.0028259113686969206,0.0034154561341945833,-0.0020576434444461444,-0.0017024004676447658,-0.002364950614146455
2024-04-19,0.0010495249824067354,0.003131535140574959,-0.008728209748580795,-0.005097801576918337,-0.004817115856185783
2024-04-22,0.0006291778043294727,-0.02470249054532203,0.009209006502668204,0.003672899623284498,0.005777075023332711
2024-04-23,0.0020954429889072923,-0.002458663172418052,0.011866637582815809,0.007991308858815294,0.007958159745252403
2024-04-24,-0.0026139799729242297,-0.0018600907225296837,-0.0004746523967652516,-0.0011480281233814393,-0.0013303834272288429
2024-04-25,-0.002830300416725051,0.005963468053189924,-0.0037988363571601624,-0.002580471931016376,-0.0034114219809861174
2024-04-26,0.0022077006148255585,0.003241927353549112,0.009473829213620055,0.007034106877914338,0.006567377774102256
2024-04-29,0.003042034498605517,-0.002031218037689575,0.003541489000252307,0.0028593546710464213,0.003341707199593591
2024-04-30,-0.004078776940171336,-0.019937078844561418,-0.01584116572162686,-0.013310159838556435,-0.01113621020904465
2024-05-01,0.003528681572331216,0.00906215232545482,-0.003247212585474224,-0.00032230255492995963,-0.0005368549223520478
2024-05-02,0.0045133684267857355,-0.0030870874411647042,0.009353450252192363,0.006899376026505,0.007417417522029712
2024-05-03,0.0051208402885767335,-0.0007976266365629092,0.012395270486213139,0.009257373224526433,0.009485498407158576
2024-05-06,0.0007273127795013323,0.010518361024399514,0.010326857473233364,0.007946121654916972,0.0064870395957405515
2024-05-07,0.0020776670410100895,-0.004600326433150892,0.0011034234216742433,0.0007766093410256913,0.0014931208694085817
2024-05-08,-0.0020733592907475895,-0.002941061869504713,9.666357929050129e-05,-0.0007496146830985428,-0.0007713455687247352
2024-05-09,0.0018698656165374583,0.015778607960932778,0.005761865049840331,0.0057905394826238575,0.004205065276519182
2024-05-10,-0.0020738759725652534,0.008112513438038427,0.0012879879473681743,0.0011299745164518428,-5.6757620605196735e-05
2024-05-13,0.0005196984012894035,-0.011202103844459854,0.00013442783505834832,-0.0009029076913357082,0.0002885360615507704
2024-05-14,0.0027001428731960875,0.008462045119477013,0.0045881622177876835,0.0045035456718087175,0.0038329544799510454
2024-05-15,0.006628547434679888,0.012838750510223873,0.012382947312628012,0.010989927662900568,0.010081187361448762
2024-05-16,-0.0011315417742406852,-0.0038933433506626036,-0.0020574030719894276,-0.0020095317754195595,-0.0016870585528899306
2024-05-17,-0.0031933714068331787,0.0164977725898805,0.001437543393062457,0.0017858376127703524,-0.0004148225268957974
2024-05-20,-0.0009300054948983005,0.004023937591649318,0.0011520539555727183,0.0009187274565626237,0.0003192301753843107
2024-05-21,0.0018618288443204012,-0.001469548604570936,0.0024524666807941298,0.001912605693139191,0.0022162115462046384
